epoch train          test
357 0.8099087154378697 4.346163654327393
358 0.8348471175651161 4.369239463806152
359 0.8170800938898203 4.404716215133667
360 0.814814203247732 4.342294836044312
361 0.7840826815488388 4.386268234252929
362 0.8295767355938347 4.3288540935516355
363 0.7804800287193182 4.3841445350646975
364 0.7910734624886999 4.350363121032715
365 0.809421357451653 4.4320316410064695
366 0.8046282836977316 4.376093091964722
367 0.8085230886936188 4.364677639007568
368 0.8125739562876371 4.350719947814941
369 0.7857914591322139 4.374601888656616
370 0.8391539253750626 4.346224594116211
371 0.8254060641843446 4.412498579025269
372 0.8093723654747009 4.327543621063232
373 0.8538062414344476 4.305518465042114
374 0.7987426391669682 4.331353588104248
375 0.8162296520812171 4.378391170501709
376 0.8041981443458673 4.412317686080932
377 0.8275095120984681 4.39766487121582
378 0.7961987214429038 4.430964660644531
379 0.8170066439375585 4.390537462234497
380 0.7908674353847698 4.279741401672363
381 0.8270703484209216 4.309191417694092
382 0.8326057591000382 4.277925424575805
383 0.7804369567608347 4.322208776473999
384 0.7920552090722688 4.373577022552491
385 0.7753657826355526 4.317756843566895
386 0.7951860944835507 4.267920923233032
387 0.8080520058164791 4.357871398925782
388 0.782961519397035 4.254374198913574
389 0.7865052448243511 4.314951734542847
390 0.7892906629309362 4.27487455368042
391 0.8180288009497584 4.276910333633423
392 0.7600522223783999 4.2781961727142335
393 0.7736061656353425 4.429665489196777
394 0.8465802213367151 4.32032356262207
395 0.796660307718783 4.317970552444458
396 0.7646166095320059 4.360610389709473
397 0.7691732535556871 4.3654132843017575
398 0.767994725582551 4.344047193527222
399 0.8021380709750312 4.3913930320739745
400 0.8052974483188318 4.363350667953491
401 0.7828016460550075 4.237950582504272
402 0.7396344092427468 4.306744031906128
403 0.7908504088314212 4.305346612930298
404 0.7458602141360847 4.384514064788818
405 0.7337284942670744 4.306373023986817
406 0.779186451313447 4.357057037353516
407 0.7874659032237773 4.316676149368286
408 0.7688868857768117 4.403028783798217
409 0.8300156578117487 4.466893072128296
410 0.7540315103774168 4.41361026763916
411 0.7467822283506393 4.279757127761841
412 0.76438028958379 4.336020107269287
413 0.7490050771406719 4.401826219558716
414 0.7581953236034938 4.32570517539978
415 0.7294612332266204 4.292676420211792
416 0.7582927178971621 4.372016229629517
417 0.7554864500250135 4.294530744552612
418 0.781827518830494 4.303953275680542
419 0.76686230758015 4.286853790283203
420 0.782049717951794 4.363200073242187
421 0.7773542039248408 4.449557228088379
422 0.7476182281970978 4.262576236724853
423 0.7626462289873435 4.327606725692749
424 0.7803527144144993 4.34269040107727
425 0.7795628488672023 4.339782609939575
426 0.741041146066724 4.3794526195526124
427 0.7359722141100435 4.468613605499268
428 0.7551640667477433 4.270588636398315
429 0.7750654920023314 4.332145824432373
430 0.773799085191318 4.303385953903199
431 0.7405074746633062 4.300369377136231
432 0.7914602130043263 4.375143690109253
433 0.749653271874603 4.310445070266724
434 0.7560859517175325 4.317582969665527
435 0.7365333279784845 4.433755836486816
436 0.7300023518654765 4.4370529747009275
437 0.7231130563482946 4.32366114616394
438 0.7455848911587073 4.408729801177978
439 0.7531687942694645 4.322514905929565
440 0.740379407393689 4.358043117523193
441 0.7619275113149565 4.431778068542481
442 0.7628470790021273 4.236107263565064
443 0.7761942382369723 4.331318216323853
444 0.722419295079854 4.225915355682373
445 0.7375877085997133 4.2741506481170655
446 0.8875610080300546 4.413172216415405
447 1.0537978228257627 4.302240781784057
448 0.8075388621310798 4.35689754486084
449 0.7220829761758143 4.27697078704834
450 0.7507581525311178 4.235025033950806
451 0.7220386631634771 4.279534120559692
452 0.7189362636026071 4.339922485351562
453 0.6937453795452507 4.354512901306152
454 0.739851850332046 4.287394046783447
455 0.7205446821694471 4.245670938491822
456 0.7325220108032227 4.279820289611816
457 0.7074755664382663 4.198635158538818
458 0.7536059627119376 4.225328502655029
459 0.715219896058647 4.3676012516021725
460 0.7351279651023903 4.3151488113403325
461 0.7014062228251476 4.355270671844482
462 0.7043993393985593 4.302851409912109
463 0.7156520221306353 4.336625604629517
464 0.6805604836162256 4.3680090236663816
465 0.71735687918809 4.285217151641846
466 0.7247888768205837 4.399706172943115
467 0.725032773857214 4.343742837905884
468 0.7095069085456887 4.2750465869903564
469 0.6796532367565193 4.334863901138306
470 0.7330928885815094 4.31041823387146
471 0.7124338670044529 4.40496054649353
472 0.7080175058574093 4.274465198516846
473 0.6725827601491189 4.327075891494751
474 0.7122893667950922 4.382017250061035
475 0.7198513512100492 4.2474966239929195
476 0.735772251474614 4.369546403884888
477 0.7028081517438499 4.349534273147583
478 0.7138041130134037 4.306634588241577
479 0.7412644022581528 4.32847373008728
480 0.7146506710928313 4.261707191467285
481 0.7117342784696695 4.367313928604126
482 0.721527344414166 4.329765176773071
483 0.7564759707572509 4.328424062728882
484 0.7460151767852355 4.342882966995239
485 0.7176797815731594 4.275602693557739
486 0.721311845037402 4.283057355880738
487 0.7237710064771224 4.36015100479126
488 0.7285023620542215 4.203186168670654
489 0.6844651470987164 4.35364200592041
490 0.7254870758981121 4.373661088943481
491 0.7176702746323177 4.377428569793701
492 0.7326659368617194 4.356394119262696
493 0.7336102194932043 4.37062707901001
494 0.6995856068572219 4.349436330795288
495 0.7037528637720614 4.274063129425048
496 0.6740899420514399 4.338141841888428
497 0.7106457428664578 4.254289455413819
498 0.6988981366157532 4.292983093261719
499 0.6696841485646307 4.280038986206055
500 0.6839830805452503 4.279123487472535
501 0.7386694316353116 4.275174903869629
502 0.7141848851223381 4.3819978809356686
503 0.6961156847525616 4.257248706817627
504 0.7369652870966463 4.3359694480896
505 0.704533539256271 4.30229172706604
506 0.70034244382868 4.251261339187622
507 0.6889806994978263 4.312844867706299
508 0.7248846262085195 4.209118824005127
509 0.6899327626641916 4.322613153457642
510 0.6992762721314723 4.294456310272217
511 0.7074360950868956 4.294008131027222
512 0.7224415957319493 4.297349910736084
513 0.7068204411438533 4.2108095836639405
514 0.7132501708609718 4.251653804779052
515 0.7583829356091363 4.315609579086304
516 0.7168093892384548 4.384592885971069
517 0.7043771336273271 4.326605777740479
518 0.7037035746842014 4.360834417343139
519 0.6820545600993293 4.363936805725098
520 0.6757389130641003 4.305156726837158
521 0.6815601648116598 4.316006345748901
522 0.6713848935098065 4.350539178848266
523 0.6785699272034119 4.362937498092651
524 0.6903841690141328 4.2930161666870115
525 0.6922566571405956 4.405960636138916
526 0.6830887870520962 4.365976848602295
527 0.6826883058766929 4.230414609909058
528 0.6929175190779627 4.49922887802124
529 0.6931050982402296 4.331506032943725
530 0.6753439392362323 4.28140380859375
531 0.7050389717428052 4.298058156967163
532 0.6961565893523547 4.276389026641846
533 0.6633863251428215 4.237354640960693
534 0.6740848358188357 4.40189570426941
535 0.6773620977693674 4.2464429378509525
536 0.7039773962935623 4.26720700263977
537 0.6804184402738299 4.3401847839355465
538 0.7197466942728782 4.308922080993653
539 0.6825843520310461 4.304680976867676
540 0.6898934001825294 4.415627231597901
541 0.6751338112719205 4.318889303207397
542 0.6536154126634404 4.305003337860107
543 0.6454933595900633 4.287926092147827
544 0.6744300330779991 4.3306138229370115
545 0.7218688461853533 4.287605581283569
546 0.6743090350408943 4.271648015975952
547 0.6762637648047233 4.31923017501831
548 0.6769372601898349 4.274955444335937
549 0.7100848880957584 4.27415361404419
550 0.6603600595678601 4.222787942886352
551 0.6827289872631734 4.3253868961334225
552 0.6626427790948323 4.24773229598999
553 0.645767096354037 4.299835681915283
554 0.6917299749899883 4.2835064888000485
555 0.689009925844718 4.331619625091553
556 0.6925219187931139 4.359423503875733
557 0.6776117232381081 4.257371578216553
558 0.6892146446875164 4.400986804962158
559 0.6774321463035078 4.350732421875
560 0.651397488859235 4.286758317947387
561 0.6581000326847544 4.397567892074585
562 0.6432910591972117 4.266070594787598
563 0.675186273698904 4.317192878723144
564 0.7230971765761472 4.285368118286133
565 0.6590904076488651 4.37644118309021
566 0.7113941092880405 4.289811601638794
567 0.6635009466993566 4.253684997558594
568 0.6969032783289345 4.332691535949707
569 0.6581283728687131 4.26895263671875
570 0.6317541462426283 4.287098093032837
571 0.6575296451242603 4.291157522201538
572 0.6685994568527961 4.347053089141846
573 0.6949578721304329 4.338848896026612
574 0.6720156119186051 4.293498239517212
575 0.6595899292400905 4.306057233810424
576 0.6556800543045511 4.374236736297608
577 0.661134306873594 4.3480276679992675
578 0.6743952565047205 4.446645174026489
579 0.6440201064153593 4.269473314285278
580 0.6520429770557248 4.233189363479614
581 0.7487898246974362 4.275223569869995
582 0.6694323189404546 4.340204133987426
583 0.6620408372611416 4.3275960922241214
584 0.6924472469456342 4.31865421295166
585 0.6602671286281274 4.319817018508911
586 0.6879646802435115 4.312965431213379
587 0.6622521783016166 4.309303436279297
588 0.649395367320703 4.373277044296264
589 0.6253771182833886 4.239497423171997
590 0.66651922251497 4.40957932472229
591 0.6410218437715453 4.311517419815064
592 0.657553639338941 4.239961996078491
593 0.6452647161727049 4.367933197021484
594 0.6704227687144766 4.339991512298584
595 0.662257724574634 4.271550045013428
596 0.6811022469583823 4.308453636169434
597 0.6654163893996453 4.237215719223022
598 0.7025293224320119 4.331757850646973
599 0.6444045527248966 4.302672185897827
600 0.6453110447951725 4.234201965332031
601 0.6622820332342264 4.317925043106079
602 0.665607428368257 4.363695697784424
603 0.6245210347126942 4.381299686431885
604 0.7162359779586598 4.340376596450806
605 0.6345520977463041 4.447556743621826
606 0.6402769897665296 4.292835416793824
607 0.640021550716186 4.247231569290161
608 0.6341435443990084 4.326998271942139
609 0.6102095976167795 4.304810028076172
610 0.6631895966675817 4.310524349212646
611 0.683001488143084 4.183642950057983
612 0.6513838640281132 4.3103750133514405
613 0.6338980146208588 4.291446380615234
614 0.6651535995152532 4.316343603134155
615 0.7099247234208244 4.322992944717408
616 0.6314087911527984 4.257949600219726
617 0.6393589350033779 4.299951820373535
618 0.6642294842369703 4.229463176727295
619 0.6246351645309098 4.249179267883301
620 0.6463809521222601 4.337087669372559
621 0.6569667090566791 4.346525497436524
622 0.6587416797268147 4.364921569824219
623 0.650648222285874 4.3424450874328615
624 0.6590104382865283 4.239915132522583
625 0.6844264940947903 4.383206644058228
626 0.6668467223644257 4.320389585494995
627 0.6583168181229611 4.305893096923828
628 0.6371971633361311 4.325108022689819
629 0.6189407274431112 4.3355599212646485
630 0.6703821080071586 4.373522605895996
631 0.5968841752227472 4.302861881256104
632 0.6965185987706087 4.3371978378295895
633 0.6336725524493626 4.326722774505615
634 0.6396597803247218 4.379157571792603
635 0.639333252091797 4.229780206680298
636 0.6252985952460036 4.310191669464111
637 0.6573546790346807 4.336914777755737
638 0.659204824846618 4.180464725494385
639 0.6343093769890922 4.348796577453613
640 0.626830302026807 4.240438289642334
641 0.6341163126789794 4.26625428199768
642 0.6439256516038155 4.270555763244629
643 0.6571593862407061 4.3441210460662845
644 0.632541861157028 4.361798458099365
645 0.6465779393911362 4.392754697799683
646 0.6406640078948469 4.400642623901367
647 0.6436718176214062 4.229774160385132
648 0.6323816709372462 4.259572172164917
649 0.6076639577442285 4.333661623001099
650 0.620343947897152 4.371897115707397
651 0.6168132293589261 4.383680515289306
652 0.6316362373074706 4.295124921798706
653 0.62034181581468 4.354301280975342
654 0.6458581594788299 4.27830771446228
655 0.6566281957285744 4.350386781692505
656 0.6122351261425991 4.342278652191162
657 0.6181836961483469 4.310336847305297
658 0.628493032893356 4.245589284896851
659 0.7450800145767174 4.492291984558105
660 1.0589615866845967 4.278351182937622
661 0.6831482630603167 4.409074563980102
662 0.6502899375497079 4.2810070514678955
663 0.6331448123163107 4.306936626434326
664 0.6286404278813577 4.3264474678039555
665 0.6282249384996842 4.373282451629638
666 0.6237425475704427 4.330755205154419
667 0.6478879865334959 4.3150184631347654
668 0.6043439987970858 4.312370510101318
669 0.6545198863866378 4.290573301315308
670 0.6234187170559046 4.298379392623901
671 0.5994579974485903 4.357154207229614
672 0.5967433233650363 4.265755834579468
673 0.6510324672776826 4.332509813308715
674 0.6366911633890502 4.253231678009033
675 0.6361722477844783 4.335768394470215
676 0.6196572753239651 4.338415861129761
677 0.6327035971442048 4.317531461715698
678 0.6766736407061013 4.328840932846069
679 0.6504494155548057 4.322585830688476
680 0.6355692856774038 4.287320861816406
681 0.6256937095705344 4.284244232177734
682 0.637679360350784 4.172129173278808
683 0.6291915604046413 4.408582744598388
684 0.6829210753951754 4.32113278388977
685 0.6676963385270567 4.3198348331451415
686 0.6390834554117553 4.305291404724121
687 0.6522244616430632 4.388585205078125
688 0.61469316999523 4.227289552688599
689 0.5995470768943125 4.3145726299285885
690 0.6245279649690706 4.275620222091675
691 0.602109895068772 4.26954665184021
692 0.6264631757322623 4.343019733428955
693 0.5911963502971493 4.376408815383911
694 0.6785315101852223 4.29670413017273
695 0.6266741214358077 4.2714082145690915
696 0.6610274199320345 4.295714378356934
697 0.6592225563161227 4.343805561065674
698 0.6311087632665828 4.305605363845825
699 0.5982670461644932 4.2944247341156006
700 0.5695807970300013 4.291326732635498
701 0.6095624240685482 4.275416097640991
702 0.6295047514900869 4.253083324432373
703 0.6112278249798989 4.307921628952027
704 0.6345518161447681 4.352188558578491
705 0.5988393581035186 4.246224021911621
706 0.6511100658348629 4.327998647689819
707 0.6652895133106076 4.328985042572022
708 0.5902410696963875 4.325575733184815
709 0.6264162544085055 4.296158990859985
710 0.631454163668107 4.368147068023681
711 0.5823093473303075 4.325503158569336
712 0.6280934704201562 4.221540927886963
713 0.6278654710978878 4.294000196456909
714 0.6260237359270757 4.404829263687134
715 0.5906162994856737 4.319128170013427
716 0.6260191679609065 4.375993003845215
717 0.6000690073991308 4.3344622993469235
718 0.6089461974951685 4.373467817306518
719 0.6119518784844146 4.3713663387298585
720 0.5814795077455287 4.318986053466797
721 0.6128511638665686 4.338382244110107
722 0.6273803884277538 4.306847457885742
723 0.6255786610501153 4.374982671737671
724 0.6287208345471597 4.335691642761231
725 0.6125057987412628 4.251420974731445
726 0.6059681852253116 4.262552165985108
727 0.6121257193842713 4.323948230743408
728 0.618113679241161 4.295820589065552
729 0.6365546815249384 4.333099603652954
730 0.6143408673150199 4.323765277862549
731 0.5905532307770788 4.317529802322388
732 0.6253276607211755 4.2805859470367436
733 0.599899408464529 4.300131769180298
734 0.5896210585321698 4.347394828796387
735 0.6061089902508016 4.353766298294067
736 0.6526846031145174 4.368548440933227
737 0.5847133826844546 4.303125829696655
738 0.6092865558303132 4.332202405929565
739 0.612409884528238 4.314581069946289
740 0.6083340720862759 4.3148502922058105
